; Temporary Flags
; These temporary flags are are cleared every time a map is loaded. They are used
; for things like shortening an NPCs introduction text if the player already spoke
; to them once.
0x000	TEMP_FLAGS_START
0x7A0	TRAINER_KOJI_1
0x7A1	TRAINER_WAYNE
0x7A2	TRAINER_AIDAN
0x7A3	TRAINER_REED
0x7A4	TRAINER_TISHA
0x7A5	TRAINER_TORI_AND_TIA
0x7A6	TRAINER_KIM_AND_IRIS
0x7A7	TRAINER_TYRA_AND_IVY
0x7A8	TRAINER_MEL_AND_PAUL
0x7A9	TRAINER_JOHN_AND_JAY_1
0x7AA	TRAINER_JOHN_AND_JAY_2
0x7AB	TRAINER_JOHN_AND_JAY_3
0x7AC	TRAINER_JOHN_AND_JAY_4
0x7AD	TRAINER_JOHN_AND_JAY_5
0x7AE	TRAINER_RELI_AND_IAN
0x7AF	TRAINER_LILA_AND_ROY_1
0x7B0	TRAINER_LILA_AND_ROY_2
0x7B1	TRAINER_LILA_AND_ROY_3
0x7B2	TRAINER_LILA_AND_ROY_4
0x7B3	TRAINER_LILA_AND_ROY_5
0x7B4	TRAINER_LISA_AND_RAY
0x7B5	TRAINER_CHRIS
0x7B6	TRAINER_DAWSON
0x7B7	TRAINER_SARAH
0x7B8	TRAINER_DARIAN
0x7B9	TRAINER_HAILEY
0x7BA	TRAINER_CHANDLER
0x7BB	TRAINER_KALEB
0x7BC	TRAINER_JOSEPH
0x7BD	TRAINER_ALYSSA
0x7BE	TRAINER_MARCOS
0x7BF	TRAINER_RHETT
0x7C0	TRAINER_TYRON
0x7C1	TRAINER_CELINA
0x7C2	TRAINER_BIANCA
0x7C3	TRAINER_HAYDEN
0x7C4	TRAINER_SOPHIE
0x7C5	TRAINER_COBY
0x7C6	TRAINER_LAWRENCE
0x7C7	TRAINER_WYATT
0x7C8	TRAINER_ANGELINA
0x7C9	TRAINER_KAI
0x7CA	TRAINER_CHARLOTTE
0x7CB	TRAINER_DEANDRE
0x7CC	TRAINER_GRUNT_MAGMA_HIDEOUT_1
0x7CD	TRAINER_GRUNT_MAGMA_HIDEOUT_2
0x7CE	TRAINER_GRUNT_MAGMA_HIDEOUT_3
0x7CF	TRAINER_GRUNT_MAGMA_HIDEOUT_4
0x7D0	TRAINER_GRUNT_MAGMA_HIDEOUT_5
0x7D1	TRAINER_GRUNT_MAGMA_HIDEOUT_6
0x7D2	TRAINER_GRUNT_MAGMA_HIDEOUT_7
0x7D3	TRAINER_GRUNT_MAGMA_HIDEOUT_8
0x7D4	TRAINER_GRUNT_MAGMA_HIDEOUT_9
0x7D5	TRAINER_GRUNT_MAGMA_HIDEOUT_10
0x7D6	TRAINER_GRUNT_MAGMA_HIDEOUT_11
0x7D7	TRAINER_GRUNT_MAGMA_HIDEOUT_12
0x7D8	TRAINER_GRUNT_MAGMA_HIDEOUT_13
0x7D9	TRAINER_GRUNT_MAGMA_HIDEOUT_14
0x7DA	TRAINER_GRUNT_MAGMA_HIDEOUT_15
0x7DB	TRAINER_GRUNT_MAGMA_HIDEOUT_16
0x7DC	TRAINER_TABITHA_MAGMA_HIDEOUT
0x7DD	TRAINER_DARCY
0x7DE	TRAINER_MAXIE_MOSSDEEP
0x7DF	TRAINER_PETE
0x7E0	TRAINER_ISABELLE
0x7E1	TRAINER_ANDRES_1
0x7E2	TRAINER_JOSUE
0x7E3	TRAINER_CAMRON
0x7E4	TRAINER_CORY_1
0x7E5	TRAINER_CAROLINA
0x7E6	TRAINER_ELIJAH
0x7E7	TRAINER_CELIA
0x7E8	TRAINER_BRYAN
0x7E9	TRAINER_BRANDEN
0x7EA	TRAINER_BRYANT
0x7EB	TRAINER_SHAYLA
0x7EC	TRAINER_KYRA
0x7ED	TRAINER_JAIDEN
0x7EE	TRAINER_ALIX
0x7EF	TRAINER_HELENE
0x7F0	TRAINER_MARLENE
0x7F1	TRAINER_DEVAN
0x7F2	TRAINER_JOHNSON
0x7F3	TRAINER_MELINA
0x7F4	TRAINER_BRANDI
0x7F5	TRAINER_AISHA
0x7F6	TRAINER_MAKAYLA
0x7F7	TRAINER_FABIAN
0x7F8	TRAINER_DAYTON
0x7F9	TRAINER_RACHEL
0x7FA	TRAINER_LEONEL
0x7FB	TRAINER_CALLIE
0x7FC	TRAINER_CALE
0x7FD	TRAINER_MYLES
0x7FE	TRAINER_PAT
0x7FF	TRAINER_CRISTIN_1
0x800	TRAINER_MAY_RUSTBORO_TREECKO
0x801	TRAINER_MAY_RUSTBORO_TORCHIC
0x802	TRAINER_ROXANNE_2
0x803	TRAINER_ROXANNE_3
0x804	TRAINER_ROXANNE_4
0x805	TRAINER_ROXANNE_5
0x806	TRAINER_BRAWLY_2
0x807	TRAINER_BRAWLY_3
0x808	TRAINER_BRAWLY_4
0x809	TRAINER_BRAWLY_5
0x80A	TRAINER_WATTSON_2
0x80B	TRAINER_WATTSON_3
0x80C	TRAINER_WATTSON_4
0x80D	TRAINER_WATTSON_5
0x80E	TRAINER_FLANNERY_2
0x80F	TRAINER_FLANNERY_3
0x810	TRAINER_FLANNERY_4
0x811	TRAINER_FLANNERY_5
0x812	TRAINER_NORMAN_2
0x813	TRAINER_NORMAN_3
0x814	TRAINER_NORMAN_4
0x815	TRAINER_NORMAN_5
0x816	TRAINER_WINONA_2
0x817	TRAINER_WINONA_3
0x818	TRAINER_WINONA_4
0x819	TRAINER_WINONA_5
0x81A	TRAINER_TATE_AND_LIZA_2
0x81B	TRAINER_TATE_AND_LIZA_3
0x81C	TRAINER_TATE_AND_LIZA_4
0x81D	TRAINER_TATE_AND_LIZA_5
0x81E	TRAINER_JUAN_2
0x81F	TRAINER_JUAN_3
0x820	TRAINER_JUAN_4
0x821	TRAINER_JUAN_5
0x822	TRAINER_ANGELO
0x823	TRAINER_DARIUS
0x824	TRAINER_STEVEN
0x825	TRAINER_ANABEL
0x826	TRAINER_TUCKER
0x827	TRAINER_SPENSER
0x828	TRAINER_GRETA
0x829	TRAINER_NOLAND
0x82A	TRAINER_LUCY
0x82B	TRAINER_BRANDON
0x82C	TRAINER_ANDRES_2
0x82D	TRAINER_ANDRES_3
0x82E	TRAINER_ANDRES_4
0x82F	TRAINER_ANDRES_5
0x830	TRAINER_CORY_2
0x831	TRAINER_CORY_3
0x832	TRAINER_CORY_4
0x833	TRAINER_CORY_5
0x834	TRAINER_PABLO_2
0x835	TRAINER_PABLO_3
0x836	TRAINER_PABLO_4
0x837	TRAINER_PABLO_5
0x838	TRAINER_KOJI_2
0x839	TRAINER_KOJI_3
0x83A	TRAINER_KOJI_4
0x83B	TRAINER_KOJI_5
0x83C	TRAINER_CRISTIN_2
0x83D	TRAINER_CRISTIN_3
0x83E	TRAINER_CRISTIN_4
0x83F	TRAINER_CRISTIN_5
0x840	TRAINER_FERNANDO_2
0x841	TRAINER_FERNANDO_3
0x842	TRAINER_FERNANDO_4
0x843	TRAINER_FERNANDO_5
0x844	TRAINER_SAWYER_2
0x845	TRAINER_SAWYER_3
0x846	TRAINER_SAWYER_4
0x847	TRAINER_SAWYER_5
0x848	TRAINER_GABRIELLE_2
0x849	TRAINER_GABRIELLE_3
0x84A	TRAINER_GABRIELLE_4
0x84B	TRAINER_GABRIELLE_5
0x84C	TRAINER_THALIA_2
0x84D	TRAINER_THALIA_3
0x84E	TRAINER_THALIA_4
0x84F	TRAINER_THALIA_5
0x850	TRAINER_MARIELA
0x851	TRAINER_ALVARO
0x852	TRAINER_EVERETT
0x853	TRAINER_RED
0x854	TRAINER_LEAF
0x855	TRAINER_BRENDAN_PLACEHOLDER
0x856	TRAINER_MAY_PLACEHOLDER             

0x85F	TRAINER_FLAGS_END       (TRAINER_FLAGS_START + MAX_TRAINERS_COUNT - 1)

; System Flags

0x860	SYSTEM_FLAGS    (TRAINER_FLAGS_END + 1)

0x860	FLAG_SYS_POKEMON_GET ; FLAG_0x860
0x861	FLAG_SYS_POKEDEX_GET
0x862	FLAG_SYS_POKENAV_GET
0x863	FLAG_UNUSED_0x863 ; Unused Flag
0x864	FLAG_SYS_GAME_CLEAR
0x865	FLAG_SYS_CHAT_USED
0x866	FLAG_SYS_HIPSTER_MEET

; Badges
0x867	FLAG_BADGE01_GET
0x868	FLAG_BADGE02_GET
0x869	FLAG_BADGE03_GET
0x86A	FLAG_BADGE04_GET
0x86B	FLAG_BADGE05_GET
0x86C	FLAG_BADGE06_GET
0x86D	FLAG_BADGE07_GET
0x86E	FLAG_BADGE08_GET
        NUM_BADGES      (1 + FLAG_BADGE08_GET - FLAG_BADGE01_GET)

; Towns and Cities
0x86F	FLAG_VISITED_LITTLEROOT_TOWN
0x870	FLAG_VISITED_OLDALE_TOWN
0x871	FLAG_VISITED_DEWFORD_TOWN
0x872	FLAG_VISITED_LAVARIDGE_TOWN
0x873	FLAG_VISITED_FALLARBOR_TOWN
0x874	FLAG_VISITED_VERDANTURF_TOWN
0x875	FLAG_VISITED_PACIFIDLOG_TOWN
0x876	FLAG_VISITED_PETALBURG_CITY
0x877	FLAG_VISITED_SLATEPORT_CITY
0x878	FLAG_VISITED_MAUVILLE_CITY
0x879	FLAG_VISITED_RUSTBORO_CITY
0x87A	FLAG_VISITED_FORTREE_CITY
0x87B	FLAG_VISITED_LILYCOVE_CITY
0x87C	FLAG_VISITED_MOSSDEEP_CITY
0x87D	FLAG_VISITED_SOOTOPOLIS_CITY
0x87E	FLAG_VISITED_EVER_GRANDE_CITY

0x87F	FLAG_IS_CHAMPION ; Seems to be related to linking.
0x880	FLAG_NURSE_UNION_ROOM_REMINDER

0x881	FLAG_UNUSED_0x881 ; Unused Flag
0x882	FLAG_UNUSED_0x882 ; Unused Flag
0x883	FLAG_UNUSED_0x883 ; Unused Flag
0x884	FLAG_UNUSED_0x884 ; Unused Flag
0x885	FLAG_UNUSED_0x885 ; Unused Flag
0x886	FLAG_UNUSED_0x886 ; Unused Flag
0x887	FLAG_UNUSED_0x887 ; Unused Flag

0x888	FLAG_SYS_USE_FLASH
0x889	FLAG_SYS_USE_STRENGTH
0x88A	FLAG_SYS_WEATHER_CTRL
0x88B	FLAG_SYS_CYCLING_ROAD
0x88C	FLAG_SYS_SAFARI_MODE
0x88D	FLAG_SYS_CRUISE_MODE

0x88E	FLAG_UNUSED_0x88E ; Unused Flag
0x88F	FLAG_UNUSED_0x88F ; Unused Flag

0x890	FLAG_SYS_TV_HOME
0x891	FLAG_SYS_TV_WATCH
0x892	FLAG_SYS_TV_START
0x893	FLAG_SYS_CHANGED_DEWFORD_TREND
0x894	FLAG_SYS_MIX_RECORD
0x895	FLAG_SYS_CLOCK_SET
0x896	FLAG_SYS_NATIONAL_DEX
0x897	FLAG_SYS_CAVE_SHIP ; Unused Flag, leftover from R/S debug, presumably used by Emerald's debug too
0x898	FLAG_SYS_CAVE_WONDER ; Unused Flag, same as above
0x899	FLAG_SYS_CAVE_BATTLE ; Unused Flag, same as above
0x89A	FLAG_SYS_SHOAL_TIDE
0x89B	FLAG_SYS_RIBBON_GET

0x89C	FLAG_LANDMARK_FLOWER_SHOP
0x89D	FLAG_LANDMARK_MR_BRINEY_HOUSE
0x89E	FLAG_LANDMARK_ABANDONED_SHIP
0x89F	FLAG_LANDMARK_SEASHORE_HOUSE
0x8A0	FLAG_LANDMARK_NEW_MAUVILLE
0x8A1	FLAG_LANDMARK_OLD_LADY_REST_SHOP
0x8A2	FLAG_LANDMARK_TRICK_HOUSE
0x8A3	FLAG_LANDMARK_WINSTRATE_FAMILY
0x8A4	FLAG_LANDMARK_GLASS_WORKSHOP
0x8A5	FLAG_LANDMARK_LANETTES_HOUSE
0x8A6	FLAG_LANDMARK_POKEMON_DAYCARE
0x8A7	FLAG_LANDMARK_SEAFLOOR_CAVERN
0x8A8	FLAG_LANDMARK_BATTLE_FRONTIER
0x8A9	FLAG_LANDMARK_SOUTHERN_ISLAND
0x8AA	FLAG_LANDMARK_FIERY_PATH

0x8AB	FLAG_SYS_PC_LANETTE
0x8AC	FLAG_SYS_MYSTERY_EVENT_ENABLE
0x8AD	FLAG_SYS_ENC_UP_ITEM
0x8AE	FLAG_SYS_ENC_DOWN_ITEM
0x8AF	FLAG_SYS_BRAILLE_DIG
0x8B0	FLAG_SYS_REGIROCK_PUZZLE_COMPLETED
0x8B1	FLAG_SYS_BRAILLE_REGICE_COMPLETED
0x8B2	FLAG_SYS_REGISTEEL_PUZZLE_COMPLETED
0x8B3	FLAG_ENABLE_SHIP_SOUTHERN_ISLAND

0x8B4	FLAG_LANDMARK_POKEMON_LEAGUE
0x8B5	FLAG_LANDMARK_ISLAND_CAVE
0x8B6	FLAG_LANDMARK_DESERT_RUINS
0x8B7	FLAG_LANDMARK_FOSSIL_MANIACS_HOUSE
0x8B8	FLAG_LANDMARK_SCORCHED_SLAB
0x8B9	FLAG_LANDMARK_ANCIENT_TOMB
0x8BA	FLAG_LANDMARK_TUNNELERS_REST_HOUSE
0x8BB	FLAG_LANDMARK_HUNTERS_HOUSE
0x8BC	FLAG_LANDMARK_SEALED_CHAMBER

0x8BD	FLAG_SYS_TV_LATIAS_LATIOS

0x8BE	FLAG_LANDMARK_SKY_PILLAR

0x8BF	FLAG_SYS_SHOAL_ITEM
0x8C0	FLAG_SYS_B_DASH ; RECEIVED Running Shoes
0x8C1	FLAG_SYS_CTRL_OBJ_DELETE
0x8C2	FLAG_SYS_RESET_RTC_ENABLE

0x8C3	FLAG_LANDMARK_BERRY_MASTERS_HOUSE

0x8C4	FLAG_SYS_TOWER_SILVER
0x8C5	FLAG_SYS_TOWER_GOLD
0x8C6	FLAG_SYS_DOME_SILVER
0x8C7	FLAG_SYS_DOME_GOLD
0x8C8	FLAG_SYS_PALACE_SILVER
0x8C9	FLAG_SYS_PALACE_GOLD
0x8CA	FLAG_SYS_ARENA_SILVER
0x8CB	FLAG_SYS_ARENA_GOLD
0x8CC	FLAG_SYS_FACTORY_SILVER
0x8CD	FLAG_SYS_FACTORY_GOLD
0x8CE	FLAG_SYS_PIKE_SILVER
0x8CF	FLAG_SYS_PIKE_GOLD
0x8D0	FLAG_SYS_PYRAMID_SILVER
0x8D1	FLAG_SYS_PYRAMID_GOLD
0x8D2	FLAG_SYS_FRONTIER_PASS

0x8D3	FLAG_MAP_SCRIPT_CHECKED_DEOXYS
0x8D4	FLAG_DEOXYS_ROCK_COMPLETE
0x8D5	FLAG_ENABLE_SHIP_BIRTH_ISLAND
0x8D6	FLAG_ENABLE_SHIP_FARAWAY_ISLAND

0x8D7	FLAG_SHOWN_BOX_WAS_FULL_MESSAGE

0x8D8	FLAG_ARRIVED_ON_FARAWAY_ISLAND
0x8D9	FLAG_ARRIVED_AT_MARINE_CAVE_EMERGE_SPOT
0x8DA	FLAG_ARRIVED_AT_TERRA_CAVE_ENTRANCE

0x8DB	FLAG_SYS_MYSTERY_GIFT_ENABLE

0x8DC	FLAG_ENTERED_MIRAGE_TOWER
0x8DD	FLAG_LANDMARK_ALTERING_CAVE
0x8DE	FLAG_LANDMARK_DESERT_UNDERPASS
0x8DF	FLAG_LANDMARK_ARTISAN_CAVE
0x8E0	FLAG_ENABLE_SHIP_NAVEL_ROCK
0x8E1	FLAG_ARRIVED_AT_NAVEL_ROCK
0x8E2	FLAG_LANDMARK_TRAINER_HILL

0x8E3	FLAG_UNUSED_0x8E3 ; Unused Flag

0x8E4	FLAG_RECEIVED_POKEDEX_FROM_BIRCH

0x8E5	FLAG_UNUSED_0x8E5 ; Unused Flag
0x8E6	FLAG_UNUSED_0x8E6 ; Unused Flag
0x8E7	FLAG_UNUSED_0x8E7 ; Unused Flag
0x8E8	FLAG_UNUSED_0x8E8 ; Unused Flag
0x8E9	FLAG_UNUSED_0x8E9 ; Unused Flag
0x8EA	FLAG_UNUSED_0x8EA ; Unused Flag
0x8EB	FLAG_UNUSED_0x8EB ; Unused Flag
0x8EC	FLAG_UNUSED_0x8EC ; Unused Flag
0x8ED	FLAG_UNUSED_0x8ED ; Unused Flag
0x8EE	FLAG_UNUSED_0x8EE ; Unused Flag
0x8EF	FLAG_UNUSED_0x8EF ; Unused Flag
0x8F0	FLAG_UNUSED_0x8F0 ; Unused Flag
0x8F1	FLAG_UNUSED_0x8F1 ; Unused Flag
0x8F2	FLAG_UNUSED_0x8F2 ; Unused Flag
0x8F3	FLAG_UNUSED_0x8F3 ; Unused Flag
0x8F4	FLAG_UNUSED_0x8F4 ; Unused Flag
0x8F5	FLAG_UNUSED_0x8F5 ; Unused Flag
0x8F6	FLAG_UNUSED_0x8F6 ; Unused Flag
0x8F7	FLAG_UNUSED_0x8F7 ; Unused Flag
0x8F8	FLAG_UNUSED_0x8F8 ; Unused Flag
0x8F9	FLAG_UNUSED_0x8F9 ; Unused Flag
0x8FA	FLAG_UNUSED_0x8FA ; Unused Flag
0x8FB	FLAG_UNUSED_0x8FB ; Unused Flag
0x8FC	FLAG_UNUSED_0x8FC ; Unused Flag
0x8FD	FLAG_UNUSED_0x8FD ; Unused Flag
0x8FE	FLAG_UNUSED_0x8FE ; Unused Flag
0x8FF	FLAG_UNUSED_0x8FF ; Unused Flag
0x900	FLAG_UNUSED_0x900 ; Unused Flag
0x901	FLAG_UNUSED_0x901 ; Unused Flag
0x902	FLAG_UNUSED_0x902 ; Unused Flag
0x903	FLAG_UNUSED_0x903 ; Unused Flag
0x904	FLAG_UNUSED_0x904 ; Unused Flag
0x905	FLAG_UNUSED_0x905 ; Unused Flag
0x906	FLAG_UNUSED_0x906 ; Unused Flag
0x907	FLAG_UNUSED_0x907 ; Unused Flag
0x908	FLAG_UNUSED_0x908 ; Unused Flag
0x909	FLAG_UNUSED_0x909 ; Unused Flag
0x90A	FLAG_UNUSED_0x90A ; Unused Flag
0x90B	FLAG_UNUSED_0x90B ; Unused Flag
0x90C	FLAG_UNUSED_0x90C ; Unused Flag
0x90D	FLAG_UNUSED_0x90D ; Unused Flag
0x90E	FLAG_UNUSED_0x90E ; Unused Flag
0x90F	FLAG_UNUSED_0x90F ; Unused Flag
0x910	FLAG_UNUSED_0x910 ; Unused Flag
0x911	FLAG_UNUSED_0x911 ; Unused Flag
0x912	FLAG_UNUSED_0x912 ; Unused Flag
0x913	FLAG_UNUSED_0x913 ; Unused Flag
0x914	FLAG_UNUSED_0x914 ; Unused Flag
0x915	FLAG_UNUSED_0x915 ; Unused Flag
0x916	FLAG_UNUSED_0x916 ; Unused Flag
0x917	FLAG_UNUSED_0x917 ; Unused Flag
0x918	FLAG_UNUSED_0x918 ; Unused Flag
0x919	FLAG_UNUSED_0x919 ; Unused Flag
0x91A	FLAG_UNUSED_0x91A ; Unused Flag
0x91B	FLAG_UNUSED_0x91B ; Unused Flag
0x91C	FLAG_UNUSED_0x91C ; Unused Flag
0x91D	FLAG_UNUSED_0x91D ; Unused Flag
0x91E	FLAG_UNUSED_0x91E ; Unused Flag
0x91F	FLAG_UNUSED_0x91F ; Unused Flag

; Daily Flags
; These flags are cleared once per day
; The start and end are byte-aligned because the flags are cleared in byte increments
0x920	DAILY_FLAGS_START (FLAG_UNUSED_0x91F + (8 - FLAG_UNUSED_0x91F % 8))
0x920	FLAG_UNUSED_0x920 ; Unused Flag
0x921	FLAG_DAILY_CONTEST_LOBBY_RECEIVED_BERRY
0x922	FLAG_DAILY_SECRET_BASE
0x923	FLAG_UNUSED_0x923 ; Unused Flag
0x924	FLAG_UNUSED_0x924 ; Unused Flag
0x925	FLAG_UNUSED_0x925 ; Unused Flag
0x926	FLAG_UNUSED_0x926 ; Unused Flag
0x927	FLAG_UNUSED_0x927 ; Unused Flag
0x928	FLAG_UNUSED_0x928 ; Unused Flag
0x929	FLAG_UNUSED_0x929 ; Unused Flag
0x92A	FLAG_DAILY_PICKED_LOTO_TICKET
0x92B	FLAG_DAILY_ROUTE_114_RECEIVED_BERRY
0x92C	FLAG_DAILY_ROUTE_111_RECEIVED_BERRY
0x92D	FLAG_DAILY_BERRY_MASTER_RECEIVED_BERRY
0x92E	FLAG_DAILY_ROUTE_120_RECEIVED_BERRY
0x92F	FLAG_DAILY_LILYCOVE_RECEIVED_BERRY
0x930	FLAG_DAILY_FLOWER_SHOP_RECEIVED_BERRY
0x931	FLAG_DAILY_BERRY_MASTERS_WIFE
0x932	FLAG_DAILY_SOOTOPOLIS_RECEIVED_BERRY
0x933	FLAG_UNUSED_0x933 ; Unused Flag
0x934	FLAG_DAILY_APPRENTICE_LEAVES

0x935	FLAG_UNUSED_0x935 ; Unused Flag
0x936	FLAG_UNUSED_0x936 ; Unused Flag
0x937	FLAG_UNUSED_0x937 ; Unused Flag
0x938	FLAG_UNUSED_0x938 ; Unused Flag
0x939	FLAG_UNUSED_0x939 ; Unused Flag
0x93A	FLAG_UNUSED_0x93A ; Unused Flag
0x93B	FLAG_UNUSED_0x93B ; Unused Flag
0x93C	FLAG_UNUSED_0x93C ; Unused Flag
0x93D	FLAG_UNUSED_0x93D ; Unused Flag
0x93E	FLAG_UNUSED_0x93E ; Unused Flag
0x93F	FLAG_UNUSED_0x93F ; Unused Flag
0x940	FLAG_UNUSED_0x940 ; Unused Flag
0x941	FLAG_UNUSED_0x941 ; Unused Flag
0x942	FLAG_UNUSED_0x942 ; Unused Flag
0x943	FLAG_UNUSED_0x943 ; Unused Flag
0x944	FLAG_UNUSED_0x944 ; Unused Flag
0x945	FLAG_UNUSED_0x945 ; Unused Flag
0x946	FLAG_UNUSED_0x946 ; Unused Flag
0x947	FLAG_UNUSED_0x947 ; Unused Flag
0x948	FLAG_UNUSED_0x948 ; Unused Flag
0x949	FLAG_UNUSED_0x949 ; Unused Flag
0x94A	FLAG_UNUSED_0x94A ; Unused Flag
0x94B	FLAG_UNUSED_0x94B ; Unused Flag
0x94C	FLAG_UNUSED_0x94C ; Unused Flag
0x94D	FLAG_UNUSED_0x94D ; Unused Flag
0x94E	FLAG_UNUSED_0x94E ; Unused Flag
0x94F	FLAG_UNUSED_0x94F ; Unused Flag
0x950	FLAG_UNUSED_0x950 ; Unused Flag
0x951	FLAG_UNUSED_0x951 ; Unused Flag
0x952	FLAG_UNUSED_0x952 ; Unused Flag
0x953	FLAG_UNUSED_0x953 ; Unused Flag
0x954	FLAG_UNUSED_0x954 ; Unused Flag
0x955	FLAG_UNUSED_0x955 ; Unused Flag
0x956	FLAG_UNUSED_0x956 ; Unused Flag
0x957	FLAG_UNUSED_0x957 ; Unused Flag
0x958	FLAG_UNUSED_0x958 ; Unused Flag
0x959	FLAG_UNUSED_0x959 ; Unused Flag
0x95A	FLAG_UNUSED_0x95A ; Unused Flag
0x95B	FLAG_UNUSED_0x95B ; Unused Flag
0x95C	FLAG_UNUSED_0x95C ; Unused Flag
0x95D	FLAG_UNUSED_0x95D ; Unused Flag
0x95E	FLAG_UNUSED_0x95E ; Unused Flag
0x95F	FLAG_UNUSED_0x95F ; Unused Flag
0x960	DAILY_FLAGS_END   (FLAG_UNUSED_0x95F + (7 - FLAG_UNUSED_0x95F % 8))

0x960	FLAGS_COUNT       (DAILY_FLAGS_END + 1)

; Special Flags (Stored in EWRAM (gSpecialFlags), not in the SaveBlock)
0x4000	SPECIAL_FLAGS_START
0x4000	FLAG_HIDE_MAP_NAME_POPUP
0x4001	FLAG_DONT_TRANSITION_MUSIC
0x4002	FLAG_ENABLE_MULTI_CORRIDOR_DOOR
0x4003	FLAG_SPECIAL_FLAG_UNUSED_0x4003 ; Unused Flag
0x4004	FLAG_STORING_ITEMS_IN_PYRAMID_BAG
; FLAG_SPECIAL_FLAG_0x4005 - 0x407F also exist and are unused
0x407F	SPECIAL_FLAGS_END
